City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
694,Chimoio,MZ,-19.1164,33.4833,69.66,94,75,3.27,broken clouds
695,Baiyin,CN,36.5583,104.2081,41.83,41,70,2.24,broken clouds
696,San Patricio,US,28.017,-97.5169,82.29,74,100,15.9,overcast clouds
697,Hluti,SZ,-27.2167,31.6167,62.76,90,60,3.4,broken clouds
698,Maniitsoq,GL,65.4167,-52.9,31.87,67,100,2.28,overcast clouds
699,Vestmanna,FO,62.1564,-7.1664,38.32,70,75,25.32,broken clouds
700,Casas Grandes,MX,30.3667,-107.95,75.43,16,2,19.08,clear sky
701,Norman,US,35.2226,-97.4395,68.65,72,100,13.8,overcast clouds
702,Khatanga,RU,71.9667,102.5,-18.02,100,92,1.97,overcast clouds
703,Jedrzejow,PL,50.6394,20.3045,41.36,86,84,1.99,broken clouds
704,Salekhard,RU,66.53,66.6019,33.91,100,100,7.16,overcast clouds
705,Pilot Butte,CA,50.4668,-104.4178,26.65,53,100,24.16,overcast clouds
706,Vega De Alatorre,MX,20.0333,-96.6333,84.13,60,64,6.44,broken clouds
707,Wangaratta,AU,-36.3667,146.3333,49.3,86,63,5.75,broken clouds
708,Karonga,MW,-9.9333,33.9333,74.08,85,51,4.21,light rain
